type,rating_category,Duration_Category,movie_age,country_category,Directors,Title_Words,Content Age
Movie,Teen/Young Adult,Long,4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Family-friendly,Series(X Seasons),7,United States,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,5,United States,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),5,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Very Long,4,South Korea,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,9,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Very Long,4,India,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,4,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Short,4,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Medium,5,Other Countries,Other Directors,6-10 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),4,Japan,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Short,4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),4,India,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),4,Other Countries,Other Directors,6-10 Words,New Releases (0-5 years)
Movie,Family-friendly,Long,4,Other Countries,Other Directors,6-10 Words,New Releases (0-5 years)
Movie,Adult,Medium,5,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Very Long,4,India,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Very Long,5,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Medium,5,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Medium,12,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,19,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,7,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Long,13,Other Countries,Other Directors,6-10 Words,New Releases (0-5 years)
Movie,Adult,Long,4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,6,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,7,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,4,India,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,17,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Long,8,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Epic,16,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Epic,16,India,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Very Long,13,India,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Family-friendly,Series(X Seasons),5,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Medium,6,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,15,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Medium,10,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,9,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,24,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Very Long,5,India,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Family-friendly,Series(X Seasons),4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,29,United States,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),8,United Kingdom,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Epic,61,United States,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),4,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Medium,8,United States,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Family-friendly,Series(X Seasons),9,United Kingdom,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Epic,8,Other Countries,Other Directors,6-10 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Epic,8,Japan,Other Directors,6-10 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Epic,8,Other Countries,Other Directors,6-10 Words,New Releases (0-5 years)
Movie,Adult,Long,9,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Medium,8,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,15,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Long,4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Long,6,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Very Long,23,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,16,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Medium,26,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Long,9,India,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Medium,8,United States,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),4,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,17,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,7,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,5,United Kingdom,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Family-friendly,Series(X Seasons),10,South Korea,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Family-friendly,Series(X Seasons),20,Japan,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Long,4,United States,Other Directors,6-10 Words,New Releases (0-5 years)
Movie,Family-friendly,Medium,4,Other Countries,Other Directors,6-10 Words,New Releases (0-5 years)
TV Show,Family-friendly,Series(X Seasons),5,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Very Long,12,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,13,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Very Short,4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Long,4,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Medium,4,United States,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Family-friendly,Series(X Seasons),12,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Medium,7,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,27,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Medium,5,United Kingdom,Other Directors,6-10 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Long,5,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,5,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Long,4,India,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),4,United Kingdom,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Long,4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),4,United States,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Family-friendly,Series(X Seasons),4,Japan,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Long,4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Medium,4,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Short,4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),4,South Korea,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),4,South Korea,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,12,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,5,Japan,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Medium,5,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,5,United States,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Family-friendly,Series(X Seasons),15,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Family-friendly,Series(X Seasons),4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Family-friendly,Series(X Seasons),4,United States,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),4,United Kingdom,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Medium,5,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Long,4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,5,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),4,Japan,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,4,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Long,4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Short,4,United States,Other Directors,6-10 Words,New Releases (0-5 years)
Movie,Adult,Long,5,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,11,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Very Short,5,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Short,5,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Medium,8,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,4,United States,Other Directors,6-10 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),4,Other Countries,Other Directors,6-10 Words,New Releases (0-5 years)
Movie,Adult,Very Long,11,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Medium,4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Very Long,13,United States,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Family-friendly,Series(X Seasons),4,United States,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Very Long,4,India,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Long,9,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Medium,5,United States,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Family-friendly,Series(X Seasons),4,United Kingdom,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Long,5,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,10,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Long,5,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),4,South Korea,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Very Long,10,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),4,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,5,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,15,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,12,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),4,United Kingdom,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Medium,4,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Long,9,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Long,5,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,5,United States,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Family-friendly,Series(X Seasons),4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),4,India,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),10,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Epic,4,India,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Family-friendly,Series(X Seasons),4,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Long,5,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Family-friendly,Series(X Seasons),4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Medium,4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Long,5,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,12,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,12,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,4,United States,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),4,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Very Long,11,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Long,5,India,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Family-friendly,Series(X Seasons),4,United States,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),6,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Epic,16,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,4,United States,Other Directors,6-10 Words,New Releases (0-5 years)
Movie,Adult,Long,4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Short,4,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Epic,35,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Long,7,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Very Short,6,United States,Other Directors,6-10 Words,New Releases (0-5 years)
Movie,Adult,Very Long,37,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Epic,14,Other Countries,Other Directors,6-10 Words,New Releases (0-5 years)
Movie,Adult,Long,19,Other Countries,Other Directors,6-10 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),14,Japan,Other Directors,1-5 Words,New Releases (0-5 years)
